category,funding
Manufacturing,1390000.0
Biotechnology,34063000.0
Advertising|Mobile,41000000.0
Biotechnology,7273407.0
Health Care,3845100.0
Computers,10500000.0
Manufacturing,3636603.0
Environmental Innovation,5000000.0
Games,8014076.0
Bio-Pharm|Biotechnology|Clinical Trials,2000000.0
Biotechnology,9913001.0
Biotechnology,111641664.0
Biotechnology,10016030.0
Biotechnology|Medical|Therapeutics,7000000.0
Mobile,4000000.0
Biotechnology,387000.0
Hardware|Software|Wireless,587140.0
Telecommunications,24500000.0
Hardware + Software,17517561.0
Messaging|Mobile|Networking|Polling|SMS|Social Media,1400000.0
Biotechnology,3400000.0
Medical|Pharmaceuticals|Therapeutics,63172041.0
Biotechnology,13500000.0
Biotechnology|Health Care|Medical,3000000.0
Biotechnology,15800000.0
Software,18890000.0
Biotechnology,20841869.0
Internet|Investment Management|Messaging,423942.0
Internet|Internet of Things|Service Providers,147000000.0
Hardware + Software,64395181.0
Biotechnology,2858200.0
Clean Technology,500000.0
Bio-Pharm|Biotechnology|Health Care,13789744.0
Biotechnology,87500000.0
Biotechnology,46271386.0
Biotechnology,2000000.0
Biotechnology,100000000.0
Advertising|App Marketing|Information Services|Information Technology|Mobile,10200000.0
Enterprise Software,1550000.0
Mobile,35230812.0
Entertainment|Productivity|Systems,3300000.0
Technology,3000000.0
Curated Web,19185000.0
Advertising,500000.0
Biotechnology|Health Care,108119996.0
Pharmaceuticals,10000000.0
Biotechnology,36253675.0
Apps|Hardware|Hardware + Software|Home Automation|Internet of Things|Mobile|Software,5000.0
Finance,4663524.0
CRM|Mobile|Wireless,3000000.0
Computer Vision,10000000.0
Enterprise Software|Security,3378281.0
Software,9500000.0
Software,100000.0
Semiconductors,14000000.0
Health and Wellness,21102000.0
Health Services Industry,2850658.0
Life Sciences|Nonprofits|Open Source,7031480.0
Cloud Computing|Information Technology|Outsourcing|SaaS,1000000.0
Data Security,6000000.0
Curated Web|Events|Local|Local Search|Maps|Natural Language Processing|Neuroscience|Web Tools,10400000.0
Enterprise Software,16500000.0
Biotechnology|Health and Wellness|Medical,1700000.0
Health and Wellness,1900000.0
Computers|Software,9250000.0
Software,2591800.0
Technology|Telecommunications,12500000.0
Home Automation,27181.0
Software,8700000.0
Information Technology|Services,15064175.0
Biotechnology,39475259.0
Software,28000000.0
Software,796205.0
Collaboration|Project Management|Software,7000000.0
Software,10234678.0
Business Services|Energy Management|Home Automation|Home & Garden|Home Owners|Industrial Energy Efficiency|Location Based Services|Network Security|Physical Security|Professional Services|Security|Video,10000000.0
Certification Test|Online Education|Skill Assessment,941000.0
Software,1200000.0
Semiconductors,20000000.0
E-Commerce|Wholesale,115000.0
Biotechnology,5000000.0
Software,139050000.0
Mobile|Networking|Technology,26835204.0
Software,95899999.0
Analytics|Big Data Analytics|Business Intelligence|Data Mining|Data Visualization|Ediscovery|Visualization,6500000.0
Identity Management|SaaS|Security,94000000.0
Biotechnology|Networking|Technology,24300000.0
Enterprise Software|Flash Storage,25000.0
Cloud Computing|Software|Virtualization,10000000.0
Mobile,500000.0
Advertising|Media|Sales and Marketing|Software|Technology,52500000.0
Developer APIs|Distribution|Internet,150000.0
Shopping,250000.0
Biotechnology,3900000.0
Software,27000000.0
Financial Services|Nonprofits|Social Media,248000.0
Health Care,20000000.0
Biotechnology,750000.0
Public Relations,7999399.0
Web Hosting,22000000.0
Security,16000000.0
Software,5040000.0
Education,688000.0
Business Services|Consulting|Risk Management,1500000.0
Design|Hardware + Software|Manufacturing|Medical Devices,1438604.0
Health and Wellness|Health Care|Medical|Therapeutics,21207979.0
Analytics|Artificial Intelligence|Enterprise Search|Natural Language Processing,4979900.0
Biotechnology,25000000.0
Biotechnology,77700000.0
Software,49000000.0
Clean Technology,120000000.0
Banking|Messaging|Mobile Payments|SMS,54000000.0
Biotechnology,12400000.0
Mobile,13360000.0
Biotechnology|Diabetes,156600000.0
Clean Technology|Energy Management|Wind,2000000.0
Manufacturing,16227.0
Clean Technology,5569650.0
Telecommunications|Web Hosting|Wireless,17000000.0
Nanotechnology,255000.0
Health Care,75790328.0
Android|Enterprise Security|Internet of Things|Mobile Security,20000.0
Semiconductors,2500000.0
Health Care Information Technology|Healthcare Services|Medical Devices,2712000.0
Biotechnology,60943184.0
Biotechnology,71500000.0
Web Hosting,456225.0
Biotechnology,137757341.8
Health Care,5924066.0
Clean Technology|Farming,98000000.0
Agriculture,75000000.0
Biotechnology,746000.0
Biotechnology|Health Diagnostics|Medical,6439787.0
Finance|FinTech,8800000.0
Content|E-Commerce|Technology,109500000.0
Biotechnology,23438812.0
Public Transportation,35000.0
Hardware + Software|Mobile|Photo Sharing|Wireless,44525.0
Biotechnology,2732960.0
Email Newsletters|Social Media,20000.0
Analytics,20300000.0
Biotechnology,6530638.0
Public Relations,2600000.0
Health and Wellness,50000.0
Advertising|Internet Marketing|Software,8450000.0
Biotechnology,2125557.0
Mobile,170000.0
Software,28900000.0
Education,40000.0
Software,19000000.0
Cloud Computing|Hardware + Software|Information Security|Network Security,3680000.0
Hardware + Software,4940000.0
Business Services|Transaction Processing,6000000.0
Education,13932859.0
Information Technology,501668.0
Business Services|Education|Employment|Freelancers|Outsourcing|Project Management|Small and Medium Businesses,40000.0
Software,275000.0
Travel,2225012.0
Enterprise Software,7210210.0
Biotechnology,790832.0
Information Services|SaaS|Security|Services,12507186.0
Personalization|Real Time|SaaS|Software,7000000.0
Software,3750000.0
Mobile|Security,375000.0
Health Care,151700000.0
Health Care,30000000.0
Biotechnology,2272877.0
Web Hosting,75000000.0
Health Care,26899999.0
Biotechnology,23300002.0
Knowledge Management|Online Education|Virtual Worlds,6000000.0
Embedded Hardware and Software|Internet of Things|M2M|Technology,697080.0
Utilities,80000000.0
Public Relations,3000.0
Bio-Pharm,20000000.0
Biotechnology,53000000.0
Biotechnology,14028000.0
Software,4500000.0
Career Planning|Travel,13600000.0
Banking,12000000.0
Software,13000000.0
Finance|Venture Capital,500000.0
Accounting|Finance|FinTech|SaaS,600000.0
Market Research|Services,60000000.0
Financial Services,12100000.0
Batteries|Electrical Distribution,15187875.0
Education,4000000.0
Biotechnology,44300000.0
Electronics|Gas|Water,298796.0
3D|3D Technology|Augmented Reality|Marketplaces|Technology|Virtual Worlds,200000.0
Software,6117000.0
Construction|Infrastructure|Infrastructure Builders,300000000.0
Restaurants,5000000.0
Aerospace|Education|Training,1950000.0
Advertising|Search,96031968.0
Mobile,105000.0
Biotechnology,1000000.0
Energy|Energy Efficiency|Energy Management|Internet of Things,1300000.0
Food Processing,10000000.0
Analytics,5595000.0
Financial Services|Investment Management|Service Providers|Trading,2000000.0
Software,1100000.0
Location Based Services|Meeting Software|Networking,60000.0
Bitcoin|Development Platforms|Finance Technology,73700000.0
E-Commerce,3180000.0
Consulting,10000000.0
Collaboration|Enterprise Software|Professional Networking|Small and Medium Businesses,67983.0
Business Intelligence|CRM|Optimization,500000.0
Curated Web|Internet|Marketplaces|Peer-to-Peer,7200000.0
News,5000000.0
Clean Technology|Environmental Innovation|Technology,2000000.0
Big Data Analytics|Business Intelligence|Databases|Data Security|Financial Services|FinTech|Hardware + Software|Health Care|Network Security,1500000.0
Mobile|Software|Wireless,500000.0
Education|K-12 Education|Personalization,500000.0
Advertising|Advertising Platforms|Mobile,749999.0
Charter Schools|Education|High Schools|Software|Teachers,1300000.0
E-Commerce|Education,750000.0
Fantasy Sports|FreetoPlay Gaming|Game|Games|MMO Games|Online Gaming|Social Games|Social Network Media|Sports,14500000.0
Games,4500000.0
Apps,1000000.0
Curated Web|Developer APIs|Developer Tools|Development Platforms,4600000.0
Games|Internet|Moneymaking,703359.0
Health and Wellness,30500000.0
Advertising|Internet|SaaS,87864.77611
Health Care,938000.0
Software,1175000.0
Biotechnology,1561320.0
Information Services,50000.0
Biotechnology,36800000.0
Celebrity|Consumer Goods|Mobile,25000.0
Social Media,15000000.0
Education|Mobile Health|Software,1400000.0
Education|Health Care|Healthcare Services|Hospitals,48000000.0
Curated Web|Internet|Non Profit,42000000.0
Sales and Marketing|User Experience Design,20000.0
Payments|Systems|Web Hosting,3906751.0
Analytics|Big Data|Business Intelligence|Retail|SaaS,1000000.0
Manufacturing,10000000.0
Mobile,125000.0
Internet|Self Development|Services,300000.0
Clean Technology|E-Commerce|Environmental Innovation|Game Mechanics|Gamification|Recycling|Sustainability,1500000.0
Payments,4250000.0
Communities|Innovation Management,435924.5415
Hardware,1000000.0
Advertising|Digital Media|Technology,18628333.0
Apps|Navigation,1210005.0
Business Productivity|Consumer Behavior|E-Commerce|Health Care Information Technology|Mobile Commerce|Mobile Payments|Personal Health|Predictive Analytics,25000.0
Curated Web,6084516.0
Software,12000000.0
Advertising,6000000.0
Biotechnology,37787000.0
Engineering Firms|Real Time|Software,286509.0
Banking|Financial Services,50000000.0
Application Performance Monitoring|Auctions|Big Data|Building Products|E-Commerce|E-Commerce Platforms|Internet Marketing|Marketplaces|Online Auctions|Online Shopping|Optimization|Performance Marketing|Promotional|Retail Technology|SaaS|Search|Tracking,4081650.0
Consumer Electronics|Electronics|UV LEDs,1753415.0
Entertainment|Mobile|Video Streaming,8200000.0
Auctions|Building Products|E-Commerce|Marketplaces|Online Shopping|Optimization|Promotional|Retail Technology|SaaS|Search,75000000.0
E-Commerce,5152266.0
Enterprise Software|SaaS,13304657.0
Curated Web|Social Bookmarking,200000.0
Analytics|Big Data|Big Data Analytics|Video,100000.0
Games,1600000.0
Advertising|Big Data Analytics|Brand Marketing|E-Commerce|Lead Generation,3763106.73
Software,31500000.0
Software,26500000.0
Distribution,300000.0
Pharmaceuticals,35625606.0
Restaurants,1600000.0
Travel,158730.0
Semiconductors,206872.0
Crowdsourcing|Software,1500000.0
Mobile,2418054.0
Databases|Delivery|Storage,12000000.0
Games|Teenagers|Virtual Worlds,530000.0
Clean Technology,700000.0
Biotechnology,100000.0
Hardware + Software,600000.0
E-Commerce,16608000.0
Billing|Enterprise Software,6170000.0
Advertising|E-Commerce|Ticketing,1000000.0
IT Management,4099999.0
Automotive|Electric Vehicles|Infrastructure,5133089.0
Biotechnology,2462283.0
Energy Management|Mobile Infrastructure|Wireless,3400000.0
Public Transportation|Transportation,3000000.0
Charity|Messaging|Mobile|Nonprofits|SMS,3000.0
Charity|Nonprofits,1700000.0
E-Commerce,3000000.0
Nonprofits,503176.0
Specialty Foods,1500000.0
Manufacturing,10000000.0
Consulting|Health Care|Information Technology,41250.0
Biotechnology,34000000.0
Brokers|Finance,6178766.0
Biotechnology,7415026.0
Health Diagnostics|Medical|Therapeutics,1600000.0
Business Intelligence|Productivity|Sales Automation|Software,1750000.0
Beauty|Cosmetic Surgery|Health and Wellness,150000.0
Events|Hospitality,150000.0
Games|Mobile Games,25000.0
Retail,80399977.0
Analytics|Business Intelligence|Business Services|Enterprises,6770000.0
Analytics|Real Time,32100000.0
Advertising|Apps|App Stores|Games|iPhone|Marketplaces|Monetization,21000000.0
Analytics|Collaboration|Curated Web|Data Visualization|Freemium|Mobile,4550000.0
Internet|Telecommunications|Television|Video,5162513431.0
Venture Capital,30000000.0
iPad|Software|Stock Exchanges|Web Development,850000.0
Biotechnology,600000.0
Software,1500000.0
Doctors|Health Care|Mobile Health|Software,2950000.0
Biotechnology,5100000.0
Health Care,8790112.0
Biotechnology,25200000.0
Education|Internet,400000.0
Accounting|Finance,741084.0
Advertising|Coupons|News|Search Marketing,500000.0
Advertising|Social Media|Social Media Marketing|Startups,500000.0
Leisure|Travel|Travel & Tourism,50000.0
Messaging|News|Social Network Media|Sports|Twitter Applications,3000000.0
E-Commerce|Retail|Social Bookmarking|Social Commerce|Social Media,125000.0
Chat|Collaboration|Curated Web|Video Chat,1115000.0
Apps|Photography|Social Media,2050000.0
Messaging|Mobile,370000.0
Biotechnology|Life Sciences|Medical,201000.0
Mobile,19218000.0
Software,19299.0
Social Media,2100000.0
Telecommunications,1200000.0
Messaging,500000.0
Events|Internet|Kids|Parenting|Social Media,500000.0
Analytics|Consumers|Real Time,251444.0
Android|Apps|iOS|Mobile,1000000.0
Games,109000.0
Banking|Education|Enterprise Software,100000.0
E-Commerce|Fashion|Social Buying|Social Media,1145120.0
Software,625000.0
Collaboration|Enterprise Software|Task Management|Unifed Communications,2500000.0
Messaging,200000.0
Games,40000.0
Travel,30000.0
Coffee|Services|Technology,400000.0
Health Care,21877704.0
Construction|SaaS|Software,300000.0
Big Data|Data Integration|Sponsorship,1770000.0
Cloud Computing|Curated Web|Hospitality|Internet|Mobile|Online Reservations|SaaS|Travel|Travel & Tourism,1000000.0
Health and Wellness,70000.0
Coupons|Finance|Hotels|Internet|Mobile|News|Social Media|Social Network Media|Technology,100000.0
Artificial Intelligence|Communities|EdTech|Education|Online Gaming,750000.0
Security,92000000.0
Biotechnology,20000000.0
Enterprise Software,40000.0
Brand Marketing|Consumers|Curated Web|Finance|Groceries|Incentives|Mobile,2396606.0
Security,10200000.0
Enterprise Software,10100000.0
Health Care,8816166.0
Advertising|Apps|Hardware|Internet of Things|Location Based Services|Mobile|Mobile Shopping|Proximity Internet|Retail|Shopping,2000000.0
Developer APIs|Legal|Software|Startups,39120000.0
Automotive|Business Analytics|Finance Technology|Risk Management,62143.0
E-Commerce|Online Reservations|Reviews and Recommendations,40000.0
Consumer Internet|Parenting|Payments,725000.0
Fashion,172000.0
Apps|Messaging|Navigation|Online Dating|Shopping,220000.0
Apps|iPhone|Mobile|Psychology|Social Media,2500000.0
Messaging|Mobile Payments|Monetization|P2P Money Transfer|Social Commerce,250000.0
China Internet|Craft Beer|Food Processing,150000.0
Apps|Internet|Mobile|Retail Technology,225000.0
Photo Sharing,6790377.281
Biotechnology|Medical Devices,53849535.0
Cloud Computing|Infrastructure|Software,105000000.0
Content Delivery|Food Processing|Specialty Foods,5250000.0
Hospitality,1543920.0
Restaurants,6000000.0
Food Processing,2000000.0
E-Commerce,40000.0
E-Commerce,5000000.0
Media|Mobile|Restaurants|Technology,8510000.0
Discounts|Internet|Restaurants,1000000.0
Consumers|Education|Online Rental|Textbooks,252303692.0
E-Commerce,1623640.0
Leisure|Travel|Travel & Tourism,94936.0
E-Commerce,1250000.0
Apps|Tracking|Travel,20000000.0
Biotechnology,39420000.0
Online Shopping,1200000.0
Web Hosting,79000000.0
Curated Web,22000000.0
Biotechnology,21500000.0
Manufacturing,120000.0
Hardware + Software,665000.0
E-Commerce,10000000.0
Sales and Marketing|Technology|Web Development,1000000.0
Fashion,250000.0
Biotechnology|Health Care,80540000.0
News,7000000.0
Software,1583949.0
Games,1647446.0
EdTech|Education,158730.0
Biotechnology,7174231.0
Intellectual Asset Management|Software,262634.0
Human Resources|Software,2950030.0
Health and Wellness,332500.0
Automotive,5250000.0
Real Estate,140354.7018
Games|Graphic Design|Graphics,470000.0
Medical Professionals,400000.0
Customer Service|SaaS|Software,28170695.0
Biotechnology|Health Diagnostics,265000.0
Pharmaceuticals,1265000.0
Educational Games|Games|Mobile,500000.0
Games,1250000.0
Biotechnology,1960673.0
Games,1000000.0
Financial Services,32000000.0
Health Care,7800000.0
Crowdsourcing|iPhone|iPod Touch|Local|Mobile,100000.0
Databases|Enterprises|Services,1250000.0
Digital Media|Internet,233828.0
Hospitality,7600000.0
Events|Information Technology|Storage,1200000.0
Games,1218942.0
E-Commerce|Hardware + Software,185000000.0
Manufacturing|Medical Devices,22900000.0
Health Care,360000.0
Biotechnology,658000.0
E-Commerce|Health and Wellness|Health Care,150000.0
Apps|Hardware + Software,1800000.0
Biotechnology,176000000.0
Analytics,33390.0
Designers|E-Commerce|Fashion|Jewelry,2265965.49
Games|Internet TV|Lifestyle|Video,500000.0
Digital Media,3500.0
Consulting|Enterprises|Internet,10000.0
Babies|E-Commerce|Fashion|Flash Sales|Kids|Marketplaces|Mothers|Retail,150000.0
E-Commerce|Internet|Sales and Marketing,798357.0
E-Commerce|Fashion|File Sharing|Lifestyle|Social Commerce|Women,800000.0
Restaurants,21250000.0
Health and Wellness,560000.0
Advertising|Big Data Analytics|Delivery|Groceries|Recipes,1240000.0
E-Commerce|Fashion|Internet|Shopping,929111.0
Fashion,4516456.0
Charity|Entertainment|Mobile|Photography|Social Media|Social Search|Video,9100000.0
Manufacturing|Travel & Tourism|Utilities,155000.0
Semiconductors,22487000.0
Restaurants|Services,5435058.013
Software,100000.0
Design,40000.0
Biotechnology,801631.0
Health Care,19000000.0
E-Commerce|Games,1500000.0
Game|Games|Social Media,1100000.0
Apps|Banking|Mobile Payments,6500000.0
Android|iOS|Mobile|Outdoors|Travel|Travel & Tourism,750000.0
E-Commerce|Mobile|Mobile Payments|Payments,11750000.0
Biotechnology|Health Care,256400000.0
Biotechnology,3599809.0
Social Media,100000.0
Cars|E-Commerce|Online Rental|Service Providers,203000000.0
Banking,158000000.0
Life Sciences|Medical|Pharmaceuticals,9554140.0
News,1000000.0
Enterprises|Enterprise Software,50000000.0
Clean Technology,472000000.0
Fashion,15007503.0
News,15000000.0
Finance,9253000.0
Public Transportation,84797290.0
Health Care,43000000.0
Automotive,69600000.0
Medical,8000000.0
Advertising,11000000.0
Finance|Insurance|Property Management,400000000.0
Biotechnology,492600.0
Electrical Distribution|Manufacturing|Semiconductors,5000000.0
Semiconductors,4062799.0
Finance Technology,56000000.0
Finance|FinTech,1000000.0
Enterprise Software,195000000.0
Consulting,6000000.0
Mobile,2556850.0
Biotechnology,1367369.0
Enterprises,110000000.0
Curated Web|Internet|Technology,118500000.0
Automotive,25000000.0
E-Commerce|Education|Language Learning,1048030.0
Curated Web|Internet,40790797.0
Curated Web,10304000.0
Enterprise Software,10970000.0
Cloud Computing|IaaS|Web Hosting,10725000.0
Finance,6700000.0
Entertainment Industry|Film Production|Television,804000000.0
Semiconductors,6500000.0
Broadcasting,550000.0
Music,28753.0
Health Care Information Technology,49843.0
Semiconductors,3500000.0
Semiconductors,4902818.0
Software,7095000.0
Semiconductors,27500000.0
Curated Web,6158540.0
Hardware + Software,290000.0
Algorithms|Blogging Platforms|Coupons|E-Commerce|Finance|Incentives|SEO|Shopping|Technology,750000.0
Health and Wellness,225000.0
Semiconductors,4140000.0
Software,10900000.0
Video,31800000.0
Semiconductors,16000000.0
Manufacturing,13000000.0
Audio,624419.0
Artists Globally|Events|Gift Card|Social Media,1100000.0
Software|Video,1000000.0
Medical Devices,250000.0
E-Commerce|Fashion|Jewelry|Social Commerce,32450000.0
Consumer Goods|Manufacturing,300000.0
Biotechnology,21000000.0
Content|File Sharing|Social Media,2727384.0
Food Processing|Manufacturing|Specialty Foods,750000000.0
Mobile Games,8592310.0
Hardware + Software,14000000.0
Comics|Curated Web|File Sharing,25000.0
Consumers|Design|Financial Services,1100000.0
Biotechnology,1954250.0
College Campuses|Colleges,15000.0
Consumer Internet|Enterprise Software|Mobile,250000.0
Advertising,99800000.0
Property Management|Real Estate|Search,205000.0
Mobile,2565000.0
Energy Management|Renewable Energies,8185805.0
Biotechnology,1000000.0
Automotive,4502251.0
Technology|Test and Measurement,2196193.0
Clean Technology,3001500.0
Communications Infrastructure,438382.0
Mobile,62630.0
Technology,20000000.0
Advertising|Electronics|Hardware + Software|Mobile,15000.0
E-Commerce|E-Commerce Platforms|Facebook Applications|Social Commerce,350000.0
Content|Data Integration|Games|Incentives|Information Technology|Loyalty Programs|Media|Technology,4500000.0
Clean Technology|Energy|Marketplaces|Services|Utilities,25500000.0
K-12 Education|Online Education|Search|Semantic Search|Teaching STEM Concepts,100000.0
Shoes|Sports,28753.0
Advertising|Digital Media|Media|SaaS|Sales and Marketing|Services|Software,5727499.0
Discounts|Email Marketing|Games|Local|Mobile|Search|Shopping,4473279.0
Hospitality|Restaurants|Specialty Foods,289910.0
Apps|Artificial Intelligence|Cooking,192644.9975
Consumers|Hospitality|Restaurants|Technology,11386668.0
Diagnostics|Health Care|Physicians,567287.0
Photo Sharing|Shopping|Social Media,300000.0
Apps|Curated Web|Internet|Kids|Mobile|Parenting,3960035.0
Finance|Software,165000.0
Apps|Games|Mobile|Mobile Games,10000000.0
Advertising|Video,373750.0
Sales Automation,100000.0
Hospitality,17658591.0
Medical,1000.0
Nonprofits,213094.0
Manufacturing,974709.0
Curated Web|Religion|Social Media|Social Network Media,100000.0
Software,19700000.0
Biotechnology,77500000.0
Biotechnology,16124996.0
Clean Technology,3000000.0
Education,9700000.0
Biotechnology,72100000.0
Anything Capital Intensive|Finance|Investment Management,142200000.0
SaaS|Software,120000000.0
Biotechnology,510000.0
Collectibles|Curated Web|E-Commerce|Fashion|Lifestyle|Online Shopping|Retail|Trading,5300000.0
Consulting,21639640.0
Web Hosting,5520000.0
E-Commerce|Internet|Technology,1400000.0
Apps|File Sharing|Photo Sharing,25000.0
Biotechnology,13183707.0
Biotechnology,34900000.0
E-Commerce|Fashion|Lifestyle|Marketplaces,22860294.0
Biotechnology,12960313.0
Sports,1200000.0
Application Platforms,28000.0
Biotechnology,12122011.0
Biotechnology|Health Care,10000.0
Beauty|Fashion|Health Care,700000.0
Enterprise Software|Risk Management,6000000.0
Hardware + Software,1583150.0
Fashion|Manufacturing|Shoes,40000.0
E-Commerce|Fashion,4000000.0
Crowdfunding|Non Profit|Social Fundraising,2000000.0
Curated Web,225000.0
Mobile,644813.0
Fashion|Local|Public Relations|Shopping|Social Media,64540.0
Manufacturing,10000000.0
Android|Development Platforms|Games|iOS|Mobile Games|Mobile Software Tools,83200000.0
E-Commerce,2000000.0
Apps|Education,30000.0
Computers|Hardware + Software|Web Tools,17500000.0
Mobile,10000000.0
Automotive|Clean Technology|Energy,25000.0
Games|Video Streaming,500000.0
Mobile,54000000.0
Android|App Stores|E-Commerce|iOS|Marketplaces|Mobile|Open Source,1765000.0
Systems,3250000.0
Analytics|Apps|SaaS|Software,1800000.0
Analytics|Internet|iOS|Marketing Automation|Mobile|Photography|SaaS|Social Media Marketing,12719997.0
Software,4500000.0
Curated Web,245000.0
All Students|Application Platforms|Apps|Colleges,2000000.0
Health Care,49250003.0
Analytics|Business Services|Finance|Outsourcing,2000000.0
Hardware + Software,2042000.0
Analytics|Artificial Intelligence|Business Intelligence|Data Mining|Knowledge Management|Sales and Marketing|Small and Medium Businesses|Software,21000.0
Health Care,10000000.0
Semiconductors,17400000.0
Legal,9000000.0
Software,1031236.0
Software,1000000.0
Apps|Mobile|VoIP|Web Development,1936760.0
Semiconductors,24150000.0
Biotechnology|Health Care|Therapeutics,104332199.0
Clean Technology,14000000.0
Games,3000000.0
Biotechnology,1057557.0
Enterprise Software|Media|Search,8500000.0
Cyber Security|Enterprise Software|Predictive Analytics,120000.0
Consulting|Design|Digital Media|Education|Games|Kids|New Product Development|Toys,42245.0
Software,6000000.0
Consulting,50000000.0
Finance|FinTech,7704120.0
Software,20000.0
Mobile,3208556.0
Games,13000000.0
Nanotechnology,25000000.0
Industrial Automation|Intelligent Systems|Software,1274507.0
Semiconductors,818750.0
Apps|Design|Enterprises|Mobile,301985.0
Software,1301000.0
Advertising Exchanges|Advertising Platforms|Mobile|Mobile Advertising,24500000.0
Manufacturing,1000000.0
Enterprise Software|SaaS|Semantic Web|Video Streaming,7250000.0
Education,2750000.0
Hardware + Software,510000.0
Apps|Entertainment|Services,300000.0
Big Data Analytics|Content|Games|Software,240000.0
Photography,350000.0
Film|Games,18442000.0
Digital Entertainment|E-Commerce|Internet TV,120000.0
Internet Marketing,521000.0
Entertainment|Film,325000.0
Content Creators,6775000.0
Online Video Advertising|Video|Video Streaming,201730.0
Photography,8500000.0
Innovation Management|Real Time|Shopping|Software,221480.0
Games,22000000.0
Video,5400000.0
Entertainment|Entertainment Industry|Social Network Media|Theatre,60000.0
Advertising|Games|Media|Video on Demand,1500000.0
Entertainment|Games|Reviews and Recommendations,2573200.0
E-Commerce|Ticketing,3084851.0
Advertising|Entertainment|Film,75000.0
Software,1500000.0
Search,1000000.0
Games,182324.0
Biotechnology|Medical,75000.0
Coupons|Curated Web|Discounts|Local,30000.0
Curated Web,1470000.0
Software,120000.0
Internet|Telecommunications|Web Development,100820000.0
Content|E-Commerce|Mobile|Social Commerce|Social Media|Video,42193000.0
Software,15440950.0
B2B|Marketing Automation|Sales and Marketing,800000.0
Big Data Analytics|Developer Tools|Location Based Services|SaaS,1257567.0
Hardware + Software,1300000.0
Logistics Company,80069.0
Media|News|Security,1349999.0
Health Care,4475451.263
Cloud Data Services|Enterprise Software|Startups,557181.0
Cloud Security|Data Security|Enterprise Software,80000000.0
Cloud Computing|Enterprise Software|Meeting Software|Network Security|Security|Trusted Networks,340000.0
Security,141535713.0
Security,34850000.0
Cyber Security,250000.0
Web Hosting,42000000.0
Enterprises|Enterprise Software|Software,800000.0
Analytics|Digital Signage|Publishing,1403240.0
Enterprise Software,1798555.0
Local Businesses,1772360.0
Hardware + Software,26797546.0
Analytics,38225000.0
Media|Mobile|News,5722750.0
E-Commerce,2225000.0
Biotechnology,144630999.1
Education,1300000.0
Banking|Bitcoin|Finance|Finance Technology|Financial Services|FinTech|Personal Finance|Security,76000000.0
Biotechnology,716666.0
Software,3900000.0
PaaS|Software|Testing|Web Development,7500000.0
Apps|Location Based Services|Private Social Networking|Social Media,6000000.0
Software,60000.0
Health Care,2900000.0
Credit Cards|Mobile|Mobile Payments|Payments,150000.0
Software,250000.0
Android|Apps|Artificial Intelligence|Business Services|Contact Management|iOS|iPad|Mobile|Synchronization,12000000.0
Finance|Financial Services,22150000.0
Social Media,3075000.0
Health Care|Health Care Information Technology|Information Technology,555000.0
Financial Services|Mobile|Publishing,2000000.0
Crowdfunding|Finance|Marketplaces|Venture Capital,53000000.0
Social Media,850000.0
Event Management,90000000.0
Semiconductors,198000.0
Clean Technology,2700000.0
Health Care,89200000.0
Biotechnology,1230000.0
Biotechnology,4275000.0
Health and Wellness,800001.0
Chemicals|Clean Technology|Energy,48900000.0
E-Commerce|Fashion|Mobile Commerce,499184.0
Design|E-Commerce|Marketplaces|Social Network Media,12000.0
Analytics,11771570.0
Software,9000000.0
Software,3028000.0
Software,3648000.0
CRM|Email|Software,550000.0
Software|Wholesale,100000.0
IT Management,5280404.0
Electronic Health Records|Health Care|Health Care Information Technology|mHealth,1503386.0
Enterprises|Enterprise Software,32500000.0
Biotechnology|Testing,4000000.0
Communications Infrastructure|Data Center Infrastructure|Hardware|Networking|Software,2500000.0
Enterprise Software,640458.0
Semiconductors,1550000.0
Software,10909550.0
Health Care,50000.0
Public Transportation,10000000.0
Analytics,768000.0
Business Development|Business Services|Information Technology,7000000.0
Education,4450000.0
Brand Marketing|Content Delivery|Content Syndication|Mobile|SaaS,2800000.0
Curated Web|Events|Local|Online Shopping|Reviews and Recommendations|Travel,70000.0
Health Care,23100000.0
Software,600000.0
Hardware + Software,2260000.0
Clean Technology,250000.0
Content|Digital Media|Promotional,131465.0
Information Technology|Services,139893.0
Big Data|Market Research|Social Media,60000.0
Advertising|Internet|Local|Local Advertising|Local Businesses|Local Search,3564155.0
Consumers|CRM|Mobile|SMS,180000.0
Forums|Governments,1500000.0
Sports,10000000.0
Finance|Internet,4000000.0
Software,9703020.0
Domains|Public Relations,3000000.0
Government Innovation,28345.0
Advertising|Social Media,799996.0
Health and Wellness,200000.0
Curated Web,1000000.0
News|Photo Sharing|Video,1529666.0
Crowdfunding|Governments|Politics,150000.0
Design|E-Commerce,1500000.0
E-Commerce|Mobile Payments|Payments,32300000.0
E-Commerce|Kids|Subscription Businesses,6600000.0
Software,11500000.0
Analytics|Databases|Real Time,13150000.0
Baby Accessories|Online Shopping|Parenting,915000.0
Communities|Social Media,17403.0
Advertising,250000.0
Mobile,12850000.0
Advertising,3000000.0
Curated Web|Local Based Services|Social Media,750000.0
Video Games,25000.0
Software,60000.0
Sports,2702000.0
Information Services|Local Businesses|Search,511538.0
Advertising|Plumbers|Search,1000000.0
News,5000000.0
News,550000.0
Mobile,750000.0
